file,qualified_name,start_line,end_line,signature,calls,attributes_read,attributes_written
mpc_solarcar/solar_profile.py,merged_dict,77,90,def merged_dict(*payloads: dict | None) -> dict,_merge | copy.deepcopy | dst.get | isinstance | items,,
mpc_solarcar/solar_profile.py,get_section,93,105,"def get_section(cfg: dict, key: str, default: Any = None) -> Any",copy.deepcopy | current.get | isinstance | split | str,,
mpc_solarcar/solar_profile.py,get_path,108,118,"def get_path(cfg: dict, profile_path: str | Path, key: str, default: str = """") -> str",Path | cfg.get | get_section | isinstance | paths_cfg.get | resolve | resolve_relative_path | str | strip,,
mpc_solarcar/path_utils.py,resolve_path,14,37,"def resolve_path(path: str, default_subdir: str = '') -> str",default_subdir.strip | get_package_share_directory | os.fspath | os.path.exists | os.path.expanduser | os.path.isabs | os.path.join | path.startswith | str,,
mpc_solarcar/mpc_node.py,MPCNode.__init__,40,49,def __init__(self),MutuallyExclusiveCallbackGroup | __init__ | self._init_solar | super,_init_solar,command_callback_group | lower_callback_group | params_cfg | telemetry_callback_group | upper_callback_group
mpc_solarcar/mpc_node.py,MPCNode._load_stops,52,60,"def _load_stops(self, stop_yaml: str)",info | len | open | self.get_logger | y.get | yaml.safe_load,get_logger,stops
mpc_solarcar/mpc_node.py,MPCNode._load_forecast_file,62,86,"def _load_forecast_file(self, path: str)",all | build_forecast_grid_payload | drop_duplicates | dropna | dt.tz_convert | getattr | isna | pd.Index | pd.read_csv | pd.to_datetime | self.get_logger | sort_values | str | t.dt.tz_convert | t.dt.tz_localize | tzname.upper | warn,get_logger,df | forecast_grid | forecast_times
mpc_solarcar/mpc_node.py,MPCNode._apply_params_yaml,88,156,"def _apply_params_yaml(self, path: str)",Parameter | cfg.get | dict | float | hasattr | info | isinstance | len | model_cfg.items | motor_type.lower | mpc_cfg.items | mpc_cfg.update | open | params.append | resolve_path | runtime_section.get | self.get_logger | self.get_parameter | self.has_parameter | self.model.load_ocv_map | self.set_parameters | setattr | str | strip | warn | yaml.safe_load,get_logger | get_parameter | has_parameter | model | set_parameters,params_cfg
mpc_solarcar/mpc_node.py,MPCNode._maybe_reload_forecast,158,176,def _maybe_reload_forecast(self),info | os.path.getmtime | self._load_forecast_file | self.get_logger | time.monotonic | warn,_load_forecast_file | forecast_path | forecast_reload_sec | get_logger,forecast_mtime | forecast_reloaded | last_forecast_check
mpc_solarcar/mpc_node.py,MPCNode._on_s_km_solar,178,192,"def _on_s_km_solar(self, msg: Float32)",bool | finite_float | float | math.isfinite | now | self.distance_meas_filter.update | self.get_clock | self.get_parameter,distance_meas_filter | distance_meas_max_backtrack_km | get_clock | get_parameter,s_km | s_meas | s_meas_time
mpc_solarcar/mpc_node.py,MPCNode._on_speed_solar,194,200,"def _on_speed_solar(self, msg: Float32)",float | now | self.get_clock | self.speed_meas_filter.update,get_clock | speed_meas_filter,v_meas_time | v_now
mpc_solarcar/mpc_node.py,MPCNode._on_soc_solar,202,209,"def _on_soc_solar(self, msg: Float32)",float | now | np.clip | self.get_clock | self.soc_meas_filter.update,get_clock | model | soc_meas_filter,soc_meas_time | solar_soc_meas | z
mpc_solarcar/mpc_node.py,MPCNode._on_tb_solar,211,218,"def _on_tb_solar(self, msg: Float32)",float | now | np.clip | self.get_clock | self.tb_meas_filter.update,get_clock | model | tb_meas_filter,Tb | solar_tb_meas | tb_meas_time
mpc_solarcar/mpc_node.py,MPCNode._on_i_solar,220,226,"def _on_i_solar(self, msg: Float32)",float | now | self.current_meas_filter.update | self.get_clock,current_meas_filter | get_clock,current_meas_time | solar_i_meas
mpc_solarcar/mpc_node.py,MPCNode._on_v_solar,228,234,"def _on_v_solar(self, msg: Float32)",float | now | self.get_clock | self.voltage_meas_filter.update,get_clock | voltage_meas_filter,solar_v_meas | voltage_meas_time
mpc_solarcar/mpc_node.py,MPCNode._measured_distance_km,236,240,def _measured_distance_km(self) -> float,finite_float | fresh_enough | now | self.get_clock,distance_meas_timeout_sec | get_clock | s_meas | s_meas_time,
mpc_solarcar/mpc_node.py,MPCNode._sync_measured_state,242,254,def _sync_measured_state(self) -> None,bool | float | fresh_enough | math.isfinite | now | np.clip | self._measured_distance_km | self.get_clock | self.get_parameter,_measured_distance_km | battery_meas_timeout_sec | get_clock | get_parameter | model | soc_meas_time | solar_soc_meas | solar_tb_meas | speed_meas_timeout_sec | tb_meas_time | v_meas_time,Tb | s_km | v_now | z
mpc_solarcar/mpc_node.py,MPCNode._on_calib_solar_gain,256,260,"def _on_calib_solar_gain(self, msg: Float32)",float | np.clip,,solar_gain
mpc_solarcar/mpc_node.py,MPCNode._on_calib_drive_power_gain,262,268,"def _on_calib_drive_power_gain(self, msg: Float32)",float | max | np.clip,base_drive_eff_scale | base_regen_eff_scale | model,
mpc_solarcar/mpc_node.py,MPCNode._on_calib_aux_power,270,274,"def _on_calib_aux_power(self, msg: Float32)",float | max,model,
mpc_solarcar/mpc_node.py,MPCNode._init_solar,277,749,def _init_solar(self),BatteryMHE | DriveSchedule.from_yaml | Params | RobustScalarFilter | SolarCarModel | abs | astimezone | bool | datetime.fromisoformat | datetime.now | float | getattr | info | int | isinstance | len | load_upper_cost_config | load_upper_policy_csv | lower | max | np.clip | os.path.getmtime | pd.read_csv | resolve_path | self._apply_params_yaml | self._load_forecast_file | self._load_stops | self.create_publisher | self.create_subscription | self.create_timer | self.declare_parameter | self.get_logger | self.get_parameter | self.params_cfg.get | set | start_time_utc.endswith | str | strip | time.monotonic | warn,_apply_params_yaml | _load_forecast_file | _load_stops | _on_calib_aux_power | _on_calib_drive_power_gain | _on_calib_solar_gain | _on_i_solar | _on_s_km_solar | _on_soc_solar | _on_speed_solar | _on_tb_solar | _on_v_solar | _publish_lower_command_cycle | _step_lower | _step_solar | command_callback_group | create_publisher | create_subscription | create_timer | declare_parameter | get_logger | get_parameter | lower_callback_group | params_cfg | telemetry_callback_group | upper_callback_group,Np | Tb | _forecast_warned_out_of_range | _lower_solve_logged | _lower_upper_busy_logged | _upper_solve_in_progress | _upper_solve_logged | _warned_lower_rate | active_control_stop_index | base_drive_eff_scale | base_regen_eff_scale | battery_meas_timeout_sec | completed_control_stops | control_stop_end_monotonic | control_stop_hold | control_stop_position_initialized | control_stop_tilt_fraction | current_forecast_time_utc | current_meas_filter | current_meas_time | distance_meas_filter | distance_meas_max_backtrack_km | distance_meas_timeout_sec | drive_schedule | dt | forecast_mtime | forecast_path | forecast_relative_wall_start | forecast_reload_sec | forecast_reloaded | forecast_start_time | forecast_time_mode | forecast_time_offset | forecast_time_tz | hierarchical | initial_upper_policy | k | last_bin | last_data | last_forecast_check | last_lower_solve_ok | last_plan_time | last_upper_solve_ok | lower_N | lower_dt | lower_last_mode | lower_last_u | lower_last_v_pred | lower_max_iter | lower_maxfun | lower_rate_hz | lower_skip_optimization_during_upper_solve | mhe | model | model_prev_speed_ms | plan_dt_sec | plan_start_monotonic | poa_gain_drive | poa_gain_stop | pub_drive_mode | pub_env | pub_lower_plan | pub_metrics | pub_path | pub_plan | pub_speed | pub_status | pub_throttle | pub_upper_speed | race_km | replan_on_forecast_reload | route_profile | s_km | s_meas | s_meas_time | soc_band | soc_day_end_max | soc_day_end_target | soc_finish_target | soc_finish_tol | soc_meas_filter | soc_meas_time | soc_target | solar_gain | solar_i_meas | solar_soc_meas | solar_tb_meas | solar_v_meas | speed_meas_filter | speed_meas_timeout_sec | speed_profile | stop_tilt_fraction | tb_meas_filter | tb_meas_time | throttle_rate_limit | timer | timer_command | timer_lower | upper_adaptive_growth | upper_adaptive_max_ds_km | upper_adaptive_min_ds_km | upper_cost_cfg | upper_ctrl_km | upper_day_end_soc_min | upper_ds_km | upper_horizon_km | upper_horizon_mode | upper_max_iter | upper_max_steps | upper_mode | upper_plan_ctrl_s | upper_plan_id | upper_plan_mode | upper_plan_s_km | upper_plan_seq | upper_plan_time | upper_replan_km | upper_replan_sec | upper_vmin_kmh | v_cmd | v_lower_cmd | v_meas_time | v_now | v_plan_kmh | v_plan_segments | v_upper_cmd | voltage_meas_filter | voltage_meas_time | w_soc_band | w_soc_day_max | w_soc_progress | w_soc_target | w_soc_terminal | w_throttle | w_track | z
mpc_solarcar/mpc_node.py,MPCNode._current_bin_index,751,799,def _current_bin_index(self) -> int,datetime.now | getattr | int | len | lower | max | np.clip | np.datetime64 | np.searchsorted | self.get_logger | str | timedelta | to_pydatetime | total_seconds | warn,df | dt | forecast_relative_wall_start | forecast_start_time | forecast_time_mode | forecast_time_offset | forecast_times | get_logger | k,_forecast_warned_out_of_range | current_forecast_time_utc
mpc_solarcar/mpc_node.py,MPCNode._horizon_data,801,841,"def _horizon_data(self, k0: int)",bool | data.append | float | getattr | int | len | lower | max | min | np.clip | np.datetime64 | np.isfinite | np.searchsorted | range | row.get | self._forecast_at_time | self.drive_schedule.speed_limits | self.get_parameter | str | timedelta | to_pydatetime | total_seconds,Np | _forecast_at_time | current_forecast_time_utc | df | drive_schedule | dt | forecast_start_time | forecast_time_mode | forecast_times | get_parameter | s_km | s_meas | v_upper_cmd,
mpc_solarcar/mpc_node.py,MPCNode._forecast_at_time,843,917,"_forecast_at_time(self, t_utc, s_km, drive, control_stop)",all | dict | float | getattr | int | interp_forecast_grid | isna | len | max | np.clip | np.datetime64 | np.searchsorted | row.get | self._route_value | total_seconds,_route_value | control_stop_tilt_fraction | df | dt | forecast_grid | forecast_start_time | poa_gain_drive | poa_gain_stop | solar_gain | stop_tilt_fraction,
mpc_solarcar/mpc_node.py,MPCNode._sample_plan_segments,919,928,"def _sample_plan_segments(self, dt_sample: float)",float | int | math.ceil | max | samples.extend,v_plan_segments,
mpc_solarcar/mpc_node.py,MPCNode._route_value,930,939,"def _route_value(self, s_km: float, field: str, default: float) -> float",float | interpolate_profile | np.isfinite,route_profile,
mpc_solarcar/mpc_node.py,MPCNode._route_average,941,948,"def _route_average(self, s0_km: float, s1_km: float, field: str, default: float) -> float",average_profile | float | np.isfinite,route_profile,
mpc_solarcar/mpc_node.py,MPCNode._speed_limit_at,950,956,"def _speed_limit_at(self, s_km: float, default_kmh: float) -> float",float | interpolate_profile,speed_profile,
mpc_solarcar/mpc_node.py,MPCNode._soc_guard_speed,958,1014,"def _soc_guard_speed(self, v_kmh: float, s_km: float, d0: dict) -> float",d0.get | float | lower | max | range | self._route_value | self.get_parameter | self.model.electrical_balance | self.model.soc_step | str | z_next_for,Tb | _route_value | get_parameter | model | route_profile | z,
mpc_solarcar/mpc_node.py,MPCNode._control_stop_catalog,1016,1034,def _control_stop_catalog(self),catalog.append | enumerate | float | int | lower | max | sorted | stop.get | str | strip,stops,
mpc_solarcar/mpc_node.py,MPCNode._update_live_control_stop_hold,1036,1084,"def _update_live_control_stop_hold(self, s_km: float, v_kmh: float) -> bool",float | getattr | info | int | max | self._control_stop_catalog | self.completed_control_stops.add | self.get_logger | self.get_parameter | time.monotonic,_control_stop_catalog | completed_control_stops | get_logger | get_parameter,active_control_stop_index | control_stop_end_monotonic | control_stop_position_initialized
mpc_solarcar/mpc_node.py,MPCNode._dwell_penalty,1086,1096,"def _dwell_penalty(self, s_km: float, v_ms: float) -> float",abs | float | max | self.get_parameter | st.get,get_parameter | stops,
mpc_solarcar/mpc_node.py,MPCNode._mpc_solve_solar,1098,1260,"def _mpc_solve_solar(self, data)",abs | bool | d.get | dict | float | len | list | max | min | minimize | np.all | np.array | np.clip | np.isfinite | np.ones | np.zeros | quad_penalty | range | self._dwell_penalty | self._route_value | self._speed_limit_at | self.drive_schedule.is_drive_time | self.drive_schedule.speed_limits | self.get_logger | self.get_parameter | self.model.electrical_balance | self.model.scheduled_auxiliary_power | self.model.soc_step | timedelta | warn | zip,Tb | _dwell_penalty | _route_value | _speed_limit_at | drive_schedule | get_logger | get_parameter | model | race_km | route_profile | s_km | s_meas | soc_band | soc_day_end_max | soc_finish_target | soc_finish_tol | soc_target | upper_vmin_kmh | v_cmd | v_now | w_soc_band | w_soc_day_max | w_soc_progress | w_soc_target | w_soc_terminal | z,last_upper_solve_ok
mpc_solarcar/mpc_node.py,MPCNode._mpc_solve_solar_distance,1262,1778,"def _mpc_solve_solar_distance(self, t0_utc: datetime, s0_km: float, x0=None)",abs | apply_control_stop_at | bool | build_balance_seed | build_upper_distance_horizon | ctrl_s.copy | enumerate | env.get | env_leg.get | expand_ctrl | float | forces.get | getattr | hybrid_bounded_minimize | int | integrate_stationary_duration | interpolate_upper_policy | len | lower | max | min | np.array | np.asarray | np.clip | np.concatenate | np.cumsum | np.diff | np.full | np.interp | np.isfinite | np.linspace | np.maximum | np.round | np.searchsorted | np.sum | out.get | quad_penalty | range | round | segments.append | self._control_stop_catalog | self._forecast_at_time | self._route_average | self._route_value | self._speed_limit_at | self.drive_schedule.current_drive_window | self.drive_schedule.is_drive_time | self.drive_schedule.next_drive_start | self.drive_schedule.speed_limits | self.get_logger | self.get_parameter | self.model.electrical_balance | self.model.resistive_forces | self.model.scheduled_auxiliary_power | self.model.soc_step | set | solve_info.get | sorted | step_wait | str | strip | timedelta | total_seconds | upper_stage_cost | upper_terminal_cost | warn,Tb | _control_stop_catalog | _forecast_at_time | _route_average | _route_value | _speed_limit_at | drive_schedule | get_logger | get_parameter | initial_upper_policy | model | race_km | soc_day_end_max | soc_day_end_target | soc_finish_target | soc_finish_tol | upper_adaptive_growth | upper_adaptive_max_ds_km | upper_adaptive_min_ds_km | upper_cost_cfg | upper_ctrl_km | upper_day_end_soc_min | upper_ds_km | upper_horizon_km | upper_horizon_mode | upper_max_iter | upper_max_steps | upper_vmin_kmh | v_cmd | v_now | z,last_upper_solve_ok | upper_plan_ctrl_s
mpc_solarcar/mpc_node.py,MPCNode._publish_upper_plan,1780,1785,def _publish_upper_plan(self),Float32MultiArray | float | self.pub_plan.publish,plan_dt_sec | pub_plan | v_plan_kmh,
mpc_solarcar/mpc_node.py,MPCNode._publish_lower_plan,1787,1792,"def _publish_lower_plan(self, v_seq_ms)",Float32MultiArray | float | self.pub_lower_plan.publish,lower_dt | pub_lower_plan,
mpc_solarcar/mpc_node.py,MPCNode._publish_plan_path,1794,1820,"def _publish_plan_path(self, data)",Path | PoseStamped | bool | float | len | now | np.isfinite | path.poses.append | self.get_clock | self.get_parameter | self.pub_path.publish | to_msg,get_clock | get_parameter | model | pub_path | s_km | s_meas | upper_plan_mode | v_plan_kmh | v_plan_segments | v_upper_cmd,
mpc_solarcar/mpc_node.py,MPCNode._publish_metrics,1822,1859,"def _publish_metrics(self, d0: dict, v_exec_kmh: float, s_for_profile: float)",Float32MultiArray | abs | d0.get | float | out.get | self._route_value | self.model.electrical_balance | self.pub_metrics.publish,Tb | _route_value | model | pub_metrics | route_profile | z,
mpc_solarcar/mpc_node.py,MPCNode._publish_summary,1861,1891,"def _publish_summary(self, _v_exec_kmh: float = math.nan) -> None",Float32MultiArray | all | bool | datetime.now | float | isna | len | lower | max | pd.notna | self.pub_status.publish | str | time.monotonic | timedelta | to_pydatetime | total_seconds,Tb | completed_control_stops | control_stop_end_monotonic | control_stop_hold | df | forecast_start_time | forecast_time_mode | forecast_time_offset | k | model | pub_status | s_km | z,
mpc_solarcar/mpc_node.py,MPCNode._interp_upper_speed,1893,1914,"def _interp_upper_speed(self, t_sec: float) -> float",float | int | len | math.floor,plan_dt_sec | upper_plan_mode | v_plan_kmh | v_plan_segments | v_upper_cmd,
mpc_solarcar/mpc_node.py,MPCNode._distance_plan_speed,1916,1920,"def _distance_plan_speed(self, s_km: float) -> float",float | plan_segment_index,v_plan_segments | v_upper_cmd,
mpc_solarcar/mpc_node.py,MPCNode._tau_max_for_mode,1922,1927,"def _tau_max_for_mode(self, maps, mode: str) -> float",float | max,,
mpc_solarcar/mpc_node.py,MPCNode._tau_limits,1929,1943,def _tau_limits(self),lower | self._tau_max_for_mode | str,_tau_max_for_mode | model,
mpc_solarcar/mpc_node.py,MPCNode._traction_force,1945,1950,"def _traction_force(self, tau_nm: float) -> float",float | int | max,model,
mpc_solarcar/mpc_node.py,MPCNode._pack_from_tau,1952,1974,"def _pack_from_tau(self, v_ms: float, tau_nm: float, z: float, Tb: float, env: dict)",dict | float | int | max | self.model.battery_iv | self.model.eff_drive | self.model.eff_regen | self.model.pv_power_mppt,model,
mpc_solarcar/mpc_node.py,MPCNode._build_lower_ref,1976,2001,"def _build_lower_ref(self, base_time_utc, s_km: float, d0: dict)",float | max | min | np.clip | range | ref.append | self._interp_upper_speed | self._soc_guard_speed | self._speed_limit_at | self.drive_schedule.speed_limits | self.get_parameter | time.monotonic | timedelta,_interp_upper_speed | _soc_guard_speed | _speed_limit_at | drive_schedule | get_parameter | lower_N | lower_dt | model | plan_start_monotonic | v_upper_cmd | z,
mpc_solarcar/mpc_node.py,MPCNode._lower_rollout,2003,2034,"_lower_rollout(self, v0_ms, u_seq, env, z0, Tb0, tau_drive, tau_regen)",env.get | float | max | self._pack_from_tau | self._traction_force | self.model.resistive_forces | self.model.soc_step | v_seq.append,_pack_from_tau | _traction_force | lower_dt | model,
mpc_solarcar/mpc_node.py,MPCNode._lower_mpc_solve,2036,2235,"def _lower_mpc_solve(self, v0_ms: float, s0_km: float, z0: float, Tb0: float, env: dict, v_ref_seq)",abs | bool | dict | env.get | float | info | int | len | max | min | minimize | np.all | np.array | np.asarray | np.clip | np.concatenate | np.isfinite | np.linspace | np.unique | np.zeros | range | seed.append | self._lower_rollout | self._pack_from_tau | self._tau_limits | self._traction_force | self.get_logger | self.get_parameter | self.model.resistive_forces | self.model.select_drive_mode | self.model.soc_step | warn,_lower_rollout | _pack_from_tau | _tau_limits | _traction_force | _upper_solve_in_progress | get_logger | get_parameter | lower_N | lower_dt | lower_last_u | lower_max_iter | lower_maxfun | lower_skip_optimization_during_upper_solve | model | throttle_rate_limit | w_throttle | w_track,_lower_upper_busy_logged | last_lower_solve_ok
mpc_solarcar/mpc_node.py,MPCNode._step_solar,2237,2493,def _step_solar(self),Float32 | Float32MultiArray | MheInput | MheMeas | bool | d0.get | datetime.now | float | fresh_enough | get | info | len | math.isfinite | max | now | np.clip | np.isfinite | self._current_bin_index | self._distance_plan_speed | self._forecast_at_time | self._horizon_data | self._interp_upper_speed | self._maybe_reload_forecast | self._measured_distance_km | self._mpc_solve_solar | self._mpc_solve_solar_distance | self._publish_metrics | self._publish_plan_path | self._publish_summary | self._publish_upper_plan | self._route_value | self._sample_plan_segments | self._soc_guard_speed | self._sync_measured_state | self._update_live_control_stop_hold | self.drive_schedule.is_drive_time | self.drive_schedule.speed_limits | self.get_clock | self.get_logger | self.get_parameter | self.mhe.estimate | self.mhe.push | self.model.electrical_balance | self.model.soc_step | self.pub_env.publish | self.pub_speed.publish | self.pub_upper_speed.publish | time.monotonic | total_seconds,_current_bin_index | _distance_plan_speed | _forecast_at_time | _horizon_data | _interp_upper_speed | _maybe_reload_forecast | _measured_distance_km | _mpc_solve_solar | _mpc_solve_solar_distance | _publish_metrics | _publish_plan_path | _publish_summary | _publish_upper_plan | _route_value | _sample_plan_segments | _soc_guard_speed | _sync_measured_state | _update_live_control_stop_hold | battery_meas_timeout_sec | current_meas_time | drive_schedule | get_clock | get_logger | get_parameter | hierarchical | mhe | model | pub_env | pub_speed | pub_upper_speed | replan_on_forecast_reload | route_profile | s_meas | soc_meas_time | solar_i_meas | solar_soc_meas | solar_tb_meas | solar_v_meas | tb_meas_time | timer_lower | upper_mode | upper_replan_km | upper_replan_sec | v_lower_cmd | v_now | voltage_meas_time,Tb | _upper_solve_in_progress | _upper_solve_logged | control_stop_hold | forecast_reloaded | k | last_bin | last_data | last_plan_time | model_prev_speed_ms | plan_dt_sec | plan_start_monotonic | s_km | upper_plan_id | upper_plan_mode | upper_plan_s_km | upper_plan_seq | upper_plan_time | v_cmd | v_plan_kmh | v_plan_segments | v_upper_cmd | z
mpc_solarcar/mpc_node.py,MPCNode._step_lower,2495,2544,def _step_lower(self),bool | d0.get | datetime.now | dict | float | info | len | list | np.isfinite | self._build_lower_ref | self._lower_mpc_solve | self._publish_lower_command_cycle | self._route_value | self.get_logger | self.get_parameter | str | time.monotonic,Tb | _build_lower_ref | _lower_mpc_solve | _publish_lower_command_cycle | _route_value | get_logger | get_parameter | hierarchical | last_data | route_profile | s_km | s_meas | timer_lower | v_now | v_upper_cmd | z,_lower_solve_logged | lower_last_mode | lower_last_u | lower_last_v_pred | v_cmd | v_lower_cmd
mpc_solarcar/mpc_node.py,MPCNode._publish_lower_command_cycle,2546,2561,def _publish_lower_command_cycle(self) -> None,Float32 | String | float | min | np.clip | self._publish_lower_plan | self._publish_summary | self._sync_measured_state | self.get_parameter | self.pub_drive_mode.publish | self.pub_speed.publish | self.pub_throttle.publish | str,_publish_lower_plan | _publish_summary | _sync_measured_state | control_stop_hold | get_parameter | hierarchical | lower_last_mode | lower_last_u | lower_last_v_pred | pub_drive_mode | pub_speed | pub_throttle | timer_lower | v_lower_cmd,
mpc_solarcar/mpc_node.py,main,2563,2573,def main(),MPCNode | MultiThreadedExecutor | executor.add_node | executor.shutdown | executor.spin | node.destroy_node | rclpy.init | rclpy.shutdown,,
mpc_solarcar/model.py,_is_symbolic,10,14,def _is_symbolic(x),hasattr | isinstance | x.is_symbolic,,
mpc_solarcar/model.py,SolarCarModel.__init__,74,122,"__init__(self, drive_map_path, regen_map_path, Rint_map_path, params, panel_eff_map_path, mppt_eff_map_path, drive_map_eco_path, drive_map_power_path, regen_map_eco_path, regen_map_power_path, ocv_soc_map_path)",Params | read_1d_map | read_Rint_map | read_eff_map | read_map | self._update_mode_limits,_update_mode_limits,Gg | Gm | Rmap | Tcg | Tg | Tm | Z_drv | Z_mppt | Z_panel | Z_reg | aux_power_override_w | drive_mode | drive_mode_default | drive_mode_tau_margin | maps_drive | maps_regen | mppt_eff_map | ocv_grid | ocv_soc_map | p | panel_eff_map | soc_grid | tau_grid | tau_gridR | v_grid | v_gridR | zg
mpc_solarcar/model.py,SolarCarModel.eff_drive,124,135,"def eff_drive(self, v_ms, tau_nm)",_is_symbolic | abs | bilinear_interp | ca.fabs | ca.fmax | ca.fmin | ca.sqrt | float | np.clip | self._select_mode | self.maps_drive.get,_select_mode | maps_drive | p,
mpc_solarcar/model.py,SolarCarModel.eff_regen,137,148,"def eff_regen(self, v_ms, tau_nm)",_is_symbolic | abs | bilinear_interp | ca.fabs | ca.fmax | ca.fmin | float | np.clip | self._select_mode | self.maps_regen.get,_select_mode | maps_regen | p,
mpc_solarcar/model.py,SolarCarModel._update_mode_limits,150,156,def _update_mode_limits(self),float | max | self.maps_drive.items,maps_drive,tau_max
mpc_solarcar/model.py,SolarCarModel._select_mode,158,167,"def _select_mode(self, v_ms: float, tau_nm: float) -> str",float | lower | self.tau_max.get | str,drive_mode | drive_mode_tau_margin | maps_drive | tau_max,
mpc_solarcar/model.py,SolarCarModel.select_drive_mode,169,170,"def select_drive_mode(self, v_ms: float, tau_nm: float) -> str",abs | self._select_mode,_select_mode,
mpc_solarcar/model.py,SolarCarModel.R_int,172,177,"def R_int(self, T_C, z)",_is_symbolic | bilinear_interp | float,Rmap | Tg | p | zg,
mpc_solarcar/model.py,SolarCarModel.pv_balance,179,220,"def pv_balance(self, G_poa, T_cell_C)",_is_symbolic | bilinear_interp | ca.fmax | ca.fmin | dict | float | max | min,Gg | Gm | Tcg | Tm | Z_mppt | Z_panel | mppt_eff_map | p | panel_eff_map,
mpc_solarcar/model.py,SolarCarModel.pv_power_mppt,222,223,"def pv_power_mppt(self, G_poa, T_cell_C)",self.pv_balance,pv_balance,
mpc_solarcar/model.py,SolarCarModel._scaled_slope_pct,225,226,"def _scaled_slope_pct(self, slope_pct)",float,p,
mpc_solarcar/model.py,SolarCarModel.charge_efficiency,228,233,"def charge_efficiency(self, P_pack) -> float",float,p,
mpc_solarcar/model.py,SolarCarModel.soc_step,235,260,"soc_step(self, z, P_pack, dt_sec, *, current_a, Tbat_C)",float | max | self.battery_iv | self.charge_efficiency,battery_iv | charge_efficiency | p,
mpc_solarcar/model.py,SolarCarModel.ocv_from_soc,262,269,"def ocv_from_soc(self, z)",_is_symbolic | ca.fmax | ca.fmin | float | np.clip | np.interp,ocv_grid | ocv_soc_map | p | soc_grid,
mpc_solarcar/model.py,SolarCarModel.load_ocv_map,271,278,"def load_ocv_map(self, path: str) -> bool",read_1d_map,,ocv_grid | ocv_soc_map | soc_grid
mpc_solarcar/model.py,SolarCarModel.air_density,280,295,"def air_density(self, ambient_temp_c=None, elevation_m=0.0)",float | lower | max | np.clip | str,p,
mpc_solarcar/model.py,SolarCarModel.resistive_forces,297,342,"resistive_forces(self, v_ms, slope_pct, headwind_ms, *, ambient_temp_c, elevation_m, air_density_kgm3)",_is_symbolic | ca.atan | ca.cos | ca.fmax | ca.sin | dict | float | math.atan | math.cos | math.sin | max | self._scaled_slope_pct | self.air_density,_scaled_slope_pct | air_density | p,
mpc_solarcar/model.py,SolarCarModel.battery_iv,344,366,"def battery_iv(self, P_pack, z, Tbat_C)",_is_symbolic | ca.fmax | ca.fmin | ca.sqrt | dict | float | math.sqrt | max | np.clip | self.R_int | self.ocv_from_soc,R_int | ocv_from_soc | p,
mpc_solarcar/model.py,SolarCarModel.mech_power,368,387,"mech_power(self, v_ms, slope_pct, headwind_ms, inertial_power_w, *, ambient_temp_c, elevation_m)",self.resistive_forces,resistive_forces,
